id_trasporte,trasporte,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,atributos,categorias,puntuacion_usuarios,numero_de_reviews,analisis_sentimientos,anio
S8GMA,Avis,10902 N Florida Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Hotels & Travel, Car Rental",1.5,6,positivo,2017
3TZM2,Avis Rent A Car,5300 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,Null,"Hotels & Travel, Car Rental",2,7,positivo,2017
KANTE,Avis Rent-A-Car - Tampa Intl Airport,4030 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'no'""}","Car Rental, Hotels & Travel",2,130,positivo,2017
PXDAW,Bats Taxis,5201 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St Pete Beach,33706,27.7428134,-82.7504542,Florida,Null,"Transportation, Hotels & Travel, Limos, Town Car Service, Taxis, Airport Shuttles",3.5,28,positivo,2017
Y5DGM,Brandon Nissan,9920 E Adamo Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,{'BusinessAcceptsCreditCards': 'True'},"Auto Parts & Supplies, Auto Repair, Hotels & Travel, Used Car Dealers, Car Rental, Automotive, Car Dealers",3,148,positivo,2017
SSI9V,Budget Car Rental,5300 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,Null,"Hotels & Travel, Car Rental",2.5,9,positivo,2017
UZ56O,Budget Rent a Car,37590 US-19N,Zhuo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,IKXB,Palm Harbor,"34683, 34684",28.0780718,-82.7637127,Florida,{'BusinessAcceptsCreditCards': 'True'},"Hotels & Travel, Automotive, Truck Rental, Car Rental",2,10,positivo,2017
0JN8E,Budget/Avis Rental,6903 N Dale Mabry Hwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Truck Rental, Car Rental, Hotels & Travel, Automotive",1,10,negativo,2017
7DNY4,Cab Plus Taxi,4810 N Hale Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'no'""}","Airport Shuttles, Car Rental, Transportation, Hotels & Travel, Taxis, Limos, Airports",3.5,23,positivo,2017
P0VAO,Carl's Van Rentals,1110 N Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,{'BusinessAcceptsCreditCards': 'True'},"Truck Rental, Hotels & Travel, Car Rental, Transportation, Airport Shuttles, Automotive",3.5,7,positivo,2017
Q0SRG,Cell Phone Waiting Lot - TPA,5302 Economy Parking Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'False'}","Parking, Automotive, Hotels & Travel, Airports",4.5,51,positivo,2017
BG5MB,Centennial Park Trolley Station,8th Ave & 16th St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Train Stations, Hotels & Travel",4,5,positivo,2017
JNMB9,Cigar City Brewing,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'BikeParking': 'False', 'GoodForKids': 'False'}","Cuban, Food, Airports, Restaurants, Breweries, Hotels & Travel, Tours",3,164,positivo,2017
LISIV,Country Inn & Suites by Radisson,8109 Benjamin Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False'}","Hotels, Event Planning & Services, Airports, Hotels & Travel",3,47,positivo,2017
GROI5,Dan The Cab Man,4808 N Hale Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'no'""}","Professional Services, Hotels & Travel, Town Car Service, Taxis, Transportation, Limos, Airport Shuttles, Local Services",4.5,45,positivo,2017
VOYVB,Dayton Andrews Chrysler Jeep Dodge - Clearwater,2388 Gulf To Bay Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,{'BusinessAcceptsCreditCards': 'True'},"Car Rental, Auto Repair, Hotels & Travel, Car Dealers, Automotive, Auto Parts & Supplies, Body Shops",2.5,61,positivo,2017
4Y862,Dayton Andrews Dodge Chrysler Jeep Ram,2301 34th St N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,{'BusinessAcceptsCreditCards': 'True'},"Car Rental, Automotive, Body Shops, Hotels & Travel, Car Dealers",2,83,positivo,2017
U7XWW,Delta Sky Club,"4100 George J Bean Pkwy, Concourse E, Gate 68",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'CoatCheck': 'False', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForDancing': 'False', 'HappyHour': 'False', 'BikeParking': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'Smoking': ""u'no'"", 'HasTV': 'True', 'Alcohol': ""'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': None, 'classy': True, 'casual': True}""}","Airport Lounges, Bars, Nightlife, Hotels & Travel, Travel Services",4,38,positivo,2017
EG8R9,Dollar Car Rental,5005 Gulf Blvd,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,Null,"Car Rental, Hotels & Travel, Parking, Truck Rental, Automotive",2.5,11,positivo,2017
S446F,Dollar Rent A Car,5405 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Truck Rental, Parking, Car Rental, Hotels & Travel, Automotive",1.5,219,negativo,2017
VMB1A,Dysfunctional Grace,1903 E 7th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'WheelchairAccessible': 'True', 'GoodForKids': 'False', 'ByAppointmentOnly': 'False', 'WiFi': ""u'no'"", 'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True'}","Taxidermy, Antiques, Shopping, Art Galleries, Arts & Entertainment, Professional Services",4.5,38,positivo,2017
7ZR3F,Econo Auto Rentals,"9017 E Adamo Dr, Ste 115",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Car Rental, Hotels & Travel",3.5,6,positivo,2017
R7E85,Enterprise Rent-A-Car,4700 34th St N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,Null,"Hotels & Travel, Car Rental",3.5,36,positivo,2017
4ZUKK,ExecuCar,Null,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,Null,"Airport Shuttles, Hotels & Travel, Limos, Transportation",4,50,positivo,2017
PIIKH,Finish Line Scooters,6600 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St Pete Beach,33706,27.7428134,-82.7504542,Florida,"{'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Tanning, Motorcycle Dealers, Bike Rentals, Beauty & Spas, Motorcycle Rental, Active Life, Hotels & Travel, Transportation, Taxis, Automotive",3,16,negativo,2017
VUJUZ,Fitzgerald's Countryside Hyundai,27419 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,{'BusinessAcceptsCreditCards': 'True'},"Car Rental, Automotive, Auto Repair, Car Dealers, Hotels & Travel, Auto Parts & Supplies, Auto Loan Providers, Used Car Dealers",3,63,positivo,2017
RF46Q,Fitzgerald's Countryside Subaru,27365 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Car Rental, Auto Parts & Supplies, Auto Repair, Hotels & Travel, Car Dealers, Used Car Dealers",4,26,positivo,2017
4TSSY,Fox Rent A Car,"5405 Airport Service Rd, Ste C-403",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'no'""}","Car Rental, Hotels & Travel",1.5,340,negativo,2017
HO3KP,Gasparilla Bar,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'False', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': False, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'HasTV': 'True'}","Airport Lounges, Nightlife, Bars",2.5,10,positivo,2017
AHKMH,Green Cab,8066 49th Ave N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"{'WiFi': ""u'no'""}","Transportation, Hotels & Travel, Taxis, Airport Shuttles",3.5,12,positivo,2017
Y15QA,Hertz Rent A Car,14700 Terminal Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,Null,"Car Rental, Hotels & Travel",2.5,13,negativo,2017
N0IAJ,Infiniti of Clearwater,19740 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Hotels & Travel, Car Rental, Car Dealers",3.5,18,positivo,2017
L0P1Q,Lyft,Null,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,{'BusinessAcceptsCreditCards': 'True'},"Taxis, Automotive, Hotels & Travel, Transportation, Car Share Services",2,41,positivo,2017
15TD1,National Car Rental,5405 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Hotels & Travel, Car Rental",4,237,positivo,2017
P9Y7V,New Wave Auto Sales,8000 Park Blvd N,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8428025,-82.6995443,Florida,{'BusinessAcceptsCreditCards': 'True'},"Auto Repair, Hotels & Travel, Car Dealers, Used Car Dealers, Car Rental, Automotive, Tires",1.5,30,negativo,2017
VUOGC,Payless Parking and Car Rental,1965 N Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,{'BusinessAcceptsCreditCards': 'True'},"Hotels & Travel, Parking, Local Services, Automotive, Car Rental",1.5,388,positivo,2017
ZJMJG,Peter O Knight Airport,825 Severn Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'free'""}","Airports, Hotels & Travel",5,5,positivo,2017
U8NW4,Pick Me Up Car Service,5317 Avion Park Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'no'"", 'ByAppointmentOnly': 'True'}","Transportation, Taxis, Limos, Airport Shuttles, Hotels & Travel",5,26,positivo,2017
YCR53,Pirate Water Taxi,603 Channelside Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Hotels & Travel, Taxis, Transportation, Public Transportation",3,83,positivo,2017
VUSMF,Psta Grand Central Station,3180 Central Ave,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,Null,"Transportation, Bus Stations, Hotels & Travel, Public Services & Government",2.5,8,positivo,2017
YP7VY,Shula's Steak House,4860 W Kennedy Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'NoiseLevel': ""u'average'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'BikeParking': 'True', 'WiFi': ""u'paid'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': True}"", 'Caters': 'True', 'RestaurantsAttire': ""'dressy'"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': None}"", 'HappyHour': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True'}","Hotels & Travel, Airports, American (Traditional), Restaurants, Steakhouses, Seafood",3,155,positivo,2017
20Y9L,Signature Flight Support,2450 N Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'free'""}","Airports, Hotels & Travel",4.5,5,positivo,2017
HY4D6,Sixt Rent A Car,5105 W Cypress St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Hotels & Travel, Vacation Rentals, Car Rental",2.5,172,negativo,2017
FBHE7,Skyline Limousine,"1703 N Tampa St, Ste 4",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False'}","Music Venues, Event Planning & Services, Buses, DUI Law, Arts & Entertainment, Party Bus Rentals, Airports, Nightlife, Limos, Hotels & Travel, Professional Services, Airport Shuttles, Dance Clubs, Transportation, Lawyers",4,36,positivo,2017
OULJG,St Pete-Clearwater International Airport - PIE,14700 Terminal Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"{'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False'}","Hotels & Travel, Airports",3.5,150,positivo,2017
OXMD5,Subaru South Tampa,6402 W Hillsborough Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Auto Repair, Oil Change Stations, Car Dealers, Automotive, Car Rental, Body Shops, Auto Parts & Supplies",3.5,52,positivo,2017
POPCG,SuperShuttle,Null,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,Null,"Professional Services, Limos, Hotels & Travel, Transportation, Airport Shuttles",3.5,197,negativo,2017
MGFSU,TSA Checkpoint A - Tampa International Airport,4001 Bessie Coleman Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Airport Terminals, Hotels & Travel, Public Services & Government, Airports",3,15,neutral,2017
FMV2Z,TSA Checkpoint C - Tampa International Airport,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Airports, Hotels & Travel, Airport Terminals, Public Services & Government",2.5,26,negativo,2017
POMWA,TSA Checkpoint F - Tampa International Airport,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Public Services & Government, Hotels & Travel, Airports, Airport Terminals",2,14,negativo,2017
KZCY2,Tampa International Airport,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Hotels & Travel, Shopping, Airports, Parking, Shopping Centers, Automotive",4,1849,positivo,2017
L6UFU,Tampa Union Station,601 N Nebraska Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Transportation, Train Stations, Hotels & Travel",3,19,positivo,2017
LCXU3,Thrifty Car Rental,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Car Rental, Hotels & Travel",1.5,173,positivo,2017
ZXKPP,Uber,Null,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Hotels & Travel, Transportation, Taxis",2.5,73,positivo,2017
7DVHX,United Airlines,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""'free'""}","Airlines, Transportation, Airports, Hotels & Travel",2,60,negativo,2017
EL1GD,United Taxi,17174 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,Null,"Hotels & Travel, Taxis, Airport Shuttles, Transportation",2,37,positivo,2017
8RNDX,ACE Rent A Car,"4707 140th Ave N, Ste 204",UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,Null,"Car Rental, Hotels & Travel",2,16,negativo,2018
I332G,Admiral's Club,Null,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'Smoking': ""u'no'"", 'HappyHour': 'False', 'HasTV': 'True', 'CoatCheck': 'False', 'BikeParking': 'False', 'OutdoorSeating': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': True, 'classy': None, 'casual': None}""}","Food, Beer, Wine & Spirits, Airports, Hotels & Travel, Airport Lounges, Nightlife, Bars",3.5,26,positivo,2018
